uf;cd_ufe;cd_mue;nome;populacao;geocodigo
MA;21;9700;Sambaíba;5568;2109700
MA;21;9759;Santa Filomena do Maranhão;7708;2109759
MA;21;9809;Santa Helena;41891;2109809
MA;21;9908;Santa Inês;88013;2109908
MA;21;10005;Santa Luzia;71576;2110005
MA;21;10039;Santa Luzia do Paruá;24946;2110039
MA;21;10104;Santa Quitéria do Maranhão;25334;2110104
MA;21;10203;Santa Rita;37090;2110203
MA;21;10237;Santana do Maranhão;13395;2110237
MA;21;10278;Santo Amaro do Maranhão;15853;2110278
MA;21;10302;Santo Antônio dos Lopes;14222;2110302
MA;21;10401;São Benedito do Rio Preto;18377;2110401
MA;21;10500;São Bento;46039;2110500
MA;21;10609;São Bernardo;28208;2110609
MA;21;10658;São Domingos do Azeitão;7291;2110658
MA;21;10708;São Domingos do Maranhão;33691;2110708
MA;21;10807;São Félix de Balsas;4453;2110807
MA;21;10856;São Francisco do Brejão;11808;2110856
MA;21;10906;São Francisco do Maranhão;11976;2110906
MA;21;11003;São João Batista;20307;2111003
MA;21;11029;São João do Carú;15450;2111029
MA;21;11052;São João do Paraíso;10977;2111052
MA;21;11078;São João do Soter;18345;2111078
MA;21;11102;São João dos Patos;25520;2111102
MA;21;11201;São José de Ribamar;176418;2111201
MA;21;11250;São José dos Basílios;7484;2111250
MA;21;11300;São Luís;1091868;2111300
MA;21;11409;São Luís Gonzaga do Maranhão;18247;2111409
MA;21;11508;São Mateus do Maranhão;40992;2111508
MA;21;11532;São Pedro da Água Branca;12511;2111532
MA;21;11573;São Pedro dos Crentes;4601;2111573
MA;21;11607;São Raimundo das Mangabeiras;18680;2111607
MA;21;11631;São Raimundo do Doca Bezerra;4946;2111631
MA;21;11672;São Roberto;6704;2111672
MA;21;11706;São Vicente Ferrer;20913;2111706
MA;21;11722;Satubinha;13949;2111722
MA;21;11748;Senador Alexandre Costa;11042;2111748
MA;21;11763;Senador La Rocque;13877;2111763
MA;21;11789;Serrano do Maranhão;11040;2111789
MA;21;11805;Sítio Novo;17851;2111805
MA;21;11904;Sucupira do Norte;10416;2111904
MA;21;11953;Sucupira do Riachão;5571;2111953
MA;21;12001;Tasso Fragoso;8455;2112001
MA;21;12100;Timbiras;28635;2112100
MA;21;12209;Timon;167619;2112209
MA;21;12233;Trizidela do Vale;21749;2112233
MA;21;12274;Tufilândia;5746;2112274
MA;21;12308;Tuntum;41342;2112308
MA;21;12407;Turiaçu;35063;2112407
MA;21;12456;Turilândia;25533;2112456
MA;21;12506;Tutóia;58605;2112506
MA;21;12605;Urbano Santos;33038;2112605
MA;21;12704;Vargem Grande;56511;2112704
MA;21;12803;Viana;51738;2112803
MA;21;12852;Vila Nova dos Martírios;13480;2112852
MA;21;12902;Vitória do Mearim;32267;2112902
MA;21;13009;Vitorino Freire;30879;2113009
MA;21;14007;Zé Doca;51084;2114007
PI;22;53;Acauã;6966;2200053
PI;22;103;Agricolândia;5062;2200103
PI;22;202;Água Branca;17119;2200202
PI;22;251;Alagoinha do Piauí;7526;2200251
PI;22;277;Alegrete do Piauí;4838;2200277
PI;22;301;Alto Longá;14070;2200301
PI;22;400;Altos;39864;2200400
PI;22;459;Alvorada do Gurguéia;5326;2200459
PI;22;509;Amarante;17322;2200509
PI;22;608;Angical do Piauí;6684;2200608
PI;22;707;Anísio de Abreu;9705;2200707
PI;22;806;Antônio Almeida;3114;2200806
PI;22;905;Aroazes;5748;2200905
PI;22;954;Aroeiras do Itaim;2511;2200954
PI;22;1002;Arraial;4656;2201002
PI;22;1051;Assunção do Piauí;7717;2201051
PI;22;1101;Avelino Lopes;11503;2201101
PI;22;1150;Baixa Grande do Ribeiro;11375;2201150
PI;22;1176;Barra D'Alcântara;3889;2201176
PI;22;1200;Barras;46291;2201200
PI;22;1309;Barreiras do Piauí;3294;2201309
PI;22;1408;Barro Duro;6925;2201408
PI;22;1507;Batalha;26421;2201507
PI;22;1556;Bela Vista do Piauí;3947;2201556
PI;22;1572;Belém do Piauí;3503;2201572
PI;22;1606;Beneditinos;10037;2201606
PI;22;1705;Bertolínia;5413;2201705
PI;22;1739;Betânia do Piauí;6106;2201739
PI;22;1770;Boa Hora;6663;2201770
PI;22;1804;Bocaina;4428;2201804
PI;22;1903;Bom Jesus;24711;2201903
PI;22;1919;Bom Princípio do Piauí;5535;2201919
PI;22;1929;Bonfim do Piauí;5577;2201929
PI;22;1945;Boqueirão do Piauí;6300;2201945
PI;22;1960;Brasileira;8192;2201960
PI;22;1988;Brejo do Piauí;3823;2201988
PI;22;2000;Buriti dos Lopes;19464;2202000
PI;22;2026;Buriti dos Montes;8108;2202026
PI;22;2059;Cabeceiras do Piauí;10406;2202059
PI;22;2075;Cajazeiras do Piauí;3497;2202075
PI;22;2083;Cajueiro da Praia;7510;2202083
PI;22;2091;Caldeirão Grande do Piauí;5684;2202091
PI;22;2109;Campinas do Piauí;5522;2202109
PI;22;2117;Campo Alegre do Fidalgo;4957;2202117
PI;22;2133;Campo Grande do Piauí;5842;2202133
PI;22;2174;Campo Largo do Piauí;7154;2202174
PI;22;2208;Campo Maior;46082;2202208
PI;22;2251;Canavieira;3892;2202251
PI;22;2307;Canto do Buriti;20831;2202307
PI;22;2406;Capitão de Campos;11229;2202406
PI;22;2455;Capitão Gervásio Oliveira;4033;2202455
PI;22;2505;Caracol;10729;2202505
PI;22;2539;Caraúbas do Piauí;5769;2202539
PI;22;2554;Caridade do Piauí;4982;2202554
PI;22;2604;Castelo do Piauí;19410;2202604
PI;22;2653;Caxingó;5330;2202653
PI;22;2703;Cocal;27338;2202703
PI;22;2711;Cocal de Telha;4812;2202711
PI;22;2729;Cocal dos Alves;6054;2202729
PI;22;2737;Coivaras;3953;2202737
PI;22;2752;Colônia do Gurguéia;6372;2202752
PI;22;2778;Colônia do Piauí;7536;2202778
PI;22;2802;Conceição do Canindé;4726;2202802
PI;22;2851;Coronel José Dias;4608;2202851
PI;22;2901;Corrente;26205;2202901
PI;22;3008;Cristalândia do Piauí;8154;2203008
PI;22;3107;Cristino Castro;10253;2203107
PI;22;3206;Curimatá;11190;2203206
PI;22;3230;Currais;4871;2203230
PI;22;3255;Curralinhos;4367;2203255
PI;22;3271;Curral Novo do Piauí;5251;2203271
PI;22;3305;Demerval Lobão;13595;2203305
PI;22;3354;Dirceu Arcoverde;6896;2203354
PI;22;3404;Dom Expedito Lopes;6790;2203404
PI;22;3420;Domingos Mourão;4287;2203420
PI;22;3453;Dom Inocêncio;9404;2203453
PI;22;3503;Elesbão Veloso;14383;2203503
PI;22;3602;Eliseu Martins;4834;2203602
PI;22;3701;Esperantina;39078;2203701
PI;22;3750;Fartura do Piauí;5220;2203750
PI;22;3800;Flores do Piauí;4393;2203800
PI;22;3859;Floresta do Piauí;2518;2203859
PI;22;3909;Floriano;58969;2203909
PI;22;4006;Francinópolis;5264;2204006
PI;22;4105;Francisco Ayres;4288;2204105
PI;22;4154;Francisco Macedo;3128;2204154
PI;22;4204;Francisco Santos;9154;2204204
PI;22;4303;Fronteiras;11432;2204303
PI;22;4352;Geminiano;5352;2204352
PI;22;4402;Gilbués;10522;2204402
PI;22;4501;Guadalupe;10335;2204501
PI;22;4550;Guaribas;4489;2204550
PI;22;4600;Hugo Napoleão;3816;2204600
PI;22;4659;Ilha Grande;9268;2204659
PI;22;4709;Inhuma;15065;2204709
PI;22;4808;Ipiranga do Piauí;9649;2204808
PI;22;4907;Isaías Coelho;8428;2204907
PI;22;5003;Itainópolis;11343;2205003
PI;22;5102;Itaueira;10845;2205102
PI;22;5151;Jacobina do Piauí;5656;2205151
PI;22;5201;Jaicós;18782;2205201
PI;22;5250;Jardim do Mulato;4430;2205250
PI;22;5276;Jatobá do Piauí;4786;2205276
PI;22;5300;Jerumenha;4384;2205300
PI;22;5359;João Costa;2961;2205359
PI;22;5409;Joaquim Pires;14123;2205409
PI;22;5458;Joca Marques;5350;2205458
PI;22;5508;José de Freitas;38550;2205508
PI;22;5516;Juazeiro do Piauí;5391;2205516
PI;22;5524;Júlio Borges;5534;2205524
PI;22;5532;Jurema;4683;2205532
PI;22;5540;Lagoinha do Piauí;2796;2205540
PI;22;5557;Lagoa Alegre;8395;2205557
PI;22;5565;Lagoa do Barro do Piauí;4582;2205565
PI;22;5573;Lagoa de São Francisco;6646;2205573
PI;22;5581;Lagoa do Piauí;3996;2205581
PI;22;5599;Lagoa do Sítio;5087;2205599
PI;22;5607;Landri Sales;5217;2205607
PI;22;5706;Luís Correia;29792;2205706
PI;22;5805;Luzilândia;25082;2205805
PI;22;5854;Madeiro;8170;2205854
PI;22;5904;Manoel Emídio;5266;2205904
PI;22;5953;Marcolândia;8342;2205953
PI;22;6001;Marcos Parente;4478;2206001
PI;22;6050;Massapê do Piauí;6338;2206050
PI;22;6100;Matias Olímpio;10759;2206100
PI;22;6209;Miguel Alves;33209;2206209
PI;22;6308;Miguel Leão;1228;2206308
PI;22;6357;Milton Brandão;6511;2206357
PI;22;6407;Monsenhor Gil;10409;2206407
PI;22;6506;Monsenhor Hipólito;7621;2206506
PI;22;6605;Monte Alegre do Piauí;10448;2206605
PI;22;6654;Morro Cabeça no Tempo;4066;2206654
PI;22;6670;Morro do Chapéu do Piauí;6684;2206670
PI;22;6696;Murici dos Portelas;8997;2206696
PI;22;6704;Nazaré do Piauí;7231;2206704
PI;22;6720;Nazária;8425;2206720
PI;22;6753;Nossa Senhora de Nazaré;4786;2206753
PI;22;6803;Nossa Senhora dos Remédios;8547;2206803
PI;22;6902;Novo Oriente do Piauí;6466;2206902
PI;22;6951;Novo Santo Antônio;2940;2206951
PI;22;7009;Oeiras;36432;2207009
PI;22;7108;Olho D'Água do Piauí;2417;2207108
PI;22;7207;Padre Marcos;6758;2207207
PI;22;7306;Paes Landim;4065;2207306
PI;22;7355;Pajeú do Piauí;3333;2207355
PI;22;7405;Palmeira do Piauí;4967;2207405
PI;22;7504;Palmeirais;14295;2207504
PI;22;7553;Paquetá;3886;2207553
PI;22;7603;Parnaguá;10613;2207603
PI;22;7702;Parnaíba;150547;2207702
PI;22;7751;Passagem Franca do Piauí;4500;2207751
PI;22;7777;Patos do Piauí;6288;2207777
PI;22;7793;Pau D'Arco do Piauí;3975;2207793
PI;22;7801;Paulistana;20192;2207801
PI;22;7850;Pavussu;3623;2207850
PI;22;7900;Pedro II;38127;2207900
PI;22;7934;Pedro Laurentino;2495;2207934
PI;22;7959;Nova Santa Rita;4302;2207959
PI;22;8007;Picos;76928;2208007
PI;22;8106;Pimenteiras;11935;2208106
PI;22;8205;Pio IX;18125;2208205
PI;22;8304;Piracuruca;28312;2208304
PI;22;8403;Piripiri;62733;2208403
PI;22;8502;Porto;12358;2208502
PI;22;8551;Porto Alegre do Piauí;2664;2208551
PI;22;8601;Prata do Piauí;3103;2208601
PI;22;8650;Queimada Nova;8842;2208650
PI;22;8700;Redenção do Gurguéia;8634;2208700
PI;22;8809;Regeneração;17698;2208809
PI;22;8858;Riacho Frio;4246;2208858
PI;22;8874;Ribeira do Piauí;4403;2208874
PI;22;8908;Ribeiro Gonçalves;7214;2208908
PI;22;9005;Rio Grande do Piauí;6331;2209005
PI;22;9104;Santa Cruz do Piauí;6140;2209104
PI;22;9153;Santa Cruz dos Milagres;3952;2209153
PI;22;9203;Santa Filomena;6156;2209203
PI;22;9302;Santa Luz;5761;2209302
PI;22;9351;Santana do Piauí;4559;2209351
PI;22;9377;Santa Rosa do Piauí;5175;2209377
PI;22;9401;Santo Antônio de Lisboa;6305;2209401
PI;22;9450;Santo Antônio dos Milagres;2125;2209450
PI;22;9500;Santo Inácio do Piauí;3731;2209500
PI;22;9559;São Braz do Piauí;4377;2209559
PI;22;9609;São Félix do Piauí;2901;2209609
PI;22;9658;São Francisco de Assis do Piauí;5657;2209658
PI;22;9708;São Francisco do Piauí;6324;2209708
PI;22;9757;São Gonçalo do Gurguéia;2988;2209757
PI;22;9807;São Gonçalo do Piauí;4931;2209807
PI;22;9856;São João da Canabrava;4534;2209856
PI;22;9872;São João da Fronteira;5938;2209872
PI;22;9906;São João da Serra;6050;2209906
PI;22;9955;São João da Varjota;4762;2209955
PI;22;9971;São João do Arraial;7847;2209971
PI;22;10003;São João do Piauí;20258;2210003
PI;22;10052;São José do Divino;5260;2210052
PI;22;10102;São José do Peixe;3689;2210102
PI;22;10201;São José do Piauí;6602;2210201
PI;22;10300;São Julião;6261;2210300
PI;22;10359;São Lourenço do Piauí;4501;2210359
PI;22;10375;São Luis do Piauí;2602;2210375
PI;22;10383;São Miguel da Baixa Grande;2413;2210383
PI;22;10391;São Miguel do Fidalgo;2991;2210391
PI;22;10409;São Miguel do Tapuio;17395;2210409
PI;22;10508;São Pedro do Piauí;14056;2210508
PI;22;10607;São Raimundo Nonato;34109;2210607
PI;22;10623;Sebastião Barros;3421;2210623
PI;22;10631;Sebastião Leal;4224;2210631
PI;22;10656;Sigefredo Pacheco;9880;2210656
PI;22;10706;Simões;14398;2210706
PI;22;10805;Simplício Mendes;12488;2210805
PI;22;10904;Socorro do Piauí;4500;2210904
PI;22;10938;Sussuapara;6612;2210938
PI;22;10953;Tamboril do Piauí;2870;2210953
PI;22;10979;Tanque do Piauí;2719;2210979
PI;22;11001;Teresina;850198;2211001
PI;22;11100;União;43761;2211100
PI;22;11209;Uruçuí;21188;2211209
PI;22;11308;Valença do Piauí;20588;2211308
PI;22;11357;Várzea Branca;4873;2211357
PI;22;11407;Várzea Grande;4325;2211407
PI;22;11506;Vera Mendes;3029;2211506
PI;22;11605;Vila Nova do Piauí;2931;2211605
PI;22;11704;Wall Ferraz;4390;2211704
CE;23;101;Abaiara;11605;2300101
CE;23;150;Acarape;16543;2300150
CE;23;200;Acaraú;62199;2300200
CE;23;309;Acopiara;53572;2300309
CE;23;408;Aiuaba;17194;2300408
CE;23;507;Alcântaras;11459;2300507
CE;23;606;Altaneira;7479;2300606
CE;23;705;Alto Santo;16976;2300705
CE;23;754;Amontada;42901;2300754
CE;23;804;Antonina do Norte;7278;2300804
CE;23;903;Apuiarés;14719;2300903
CE;23;1000;Aquiraz;79128;2301000
CE;23;1109;Aracati;73629;2301109
CE;23;1208;Aracoiaba;26269;2301208
CE;23;1257;Ararendá;10823;2301257
CE;23;1307;Araripe;21398;2301307
CE;23;1406;Aratuba;11244;2301406
CE;23;1505;Arneiroz;7777;2301505
CE;23;1604;Assaré;23254;2301604
CE;23;1703;Aurora;24496;2301703
CE;23;1802;Baixio;6228;2301802
CE;23;1851;Banabuiú;18027;2301851
CE;23;1901;Barbalha;59811;2301901
CE;23;1950;Barreira;20978;2301950
CE;23;2008;Barro;22440;2302008
CE;23;2057;Barroquinha;14880;2302057
CE;23;2107;Baturité;35351;2302107
CE;23;2206;Beberibe;53110;2302206
CE;23;2305;Bela Cruz;32378;2302305
CE;23;2404;Boa Viagem;54049;2302404
CE;23;2503;Brejo Santo;48830;2302503
CE;23;2602;Camocim;62985;2302602
CE;23;2701;Campos Sales;27209;2302701
CE;23;2800;Canindé;77514;2302800
CE;23;2909;Capistrano;17668;2302909
CE;23;3006;Caridade;22320;2303006
CE;23;3105;Cariré;18660;2303105
CE;23;3204;Caririaçu;26892;2303204
CE;23;3303;Cariús;18804;2303303
CE;23;3402;Carnaubal;17631;2303402
CE;23;3501;Cascavel;71079;2303501
CE;23;3600;Catarina;20451;2303600
CE;23;3659;Catunda;10365;2303659
CE;23;3709;Caucaia;362223;2303709
CE;23;3808;Cedro;25063;2303808
CE;23;3907;Chaval;12952;2303907
CE;23;3931;Choró;13384;2303931
CE;23;3956;Chorozinho;19197;2303956
CE;23;4004;Coreaú;23107;2304004
CE;23;4103;Crateús;74426;2304103
CE;23;4202;Crato;130604;2304202
CE;23;4236;Croatá;17874;2304236
CE;23;4251;Cruz;23983;2304251
CE;23;4269;Deputado Irapuan Pinheiro;9521;2304269
CE;23;4277;Ererê;7163;2304277
CE;23;4285;Eusébio;52667;2304285
CE;23;4301;Farias Brito;18720;2304301
CE;23;4350;Forquilha;24047;2304350
CE;23;4400;Fortaleza;2627482;2304400
CE;23;4459;Fortim;16272;2304459
CE;23;4509;Frecheirinha;13669;2304509
CE;23;4608;General Sampaio;6922;2304608
CE;23;4657;Graça;15307;2304657
CE;23;4707;Granja;54365;2304707
CE;23;4806;Granjeiro;4425;2304806
CE;23;4905;Groaíras;11012;2304905
CE;23;4954;Guaiúba;26331;2304954
CE;23;5001;Guaraciaba do Norte;39445;2305001
CE;23;5100;Guaramiranga;3547;2305100
CE;23;5209;Hidrolândia;20215;2305209
CE;23;5233;Horizonte;65928;2305233
CE;23;5266;Ibaretama;13218;2305266
CE;23;5308;Ibiapina;24825;2305308
CE;23;5332;Ibicuitinga;12350;2305332
CE;23;5357;Icapuí;19685;2305357
CE;23;5407;Icó;67486;2305407
CE;23;5506;Iguatu;102614;2305506
CE;23;5605;Independência;25967;2305605
CE;23;5654;Ipaporanga;11499;2305654
CE;23;5704;Ipaumirim;12349;2305704
CE;23;5803;Ipu;41576;2305803
CE;23;5902;Ipueiras;37896;2305902
CE;23;6009;Iracema;14125;2306009
CE;23;6108;Irauçuba;23858;2306108
CE;23;6207;Itaiçaba;7738;2306207
CE;23;6256;Itaitinga;39310;2306256
CE;23;6306;Itapajé;51945;2306306
CE;23;6405;Itapipoca;127465;2306405
CE;23;6504;Itapiúna;20014;2306504
CE;23;6553;Itarema;41230;2306553
CE;23;6603;Itatira;20675;2306603
CE;23;6702;Jaguaretama;17958;2306702
CE;23;6801;Jaguaribara;11295;2306801
CE;23;6900;Jaguaribe;34448;2306900
CE;23;7007;Jaguaruana;33740;2307007
CE;23;7106;Jardim;27076;2307106
CE;23;7205;Jati;7847;2307205
CE;23;7254;Jijoca de Jericoacoara;19510;2307254
CE;23;7304;Juazeiro do Norte;270383;2307304
CE;23;7403;Jucás;24597;2307403
CE;23;7502;Lavras da Mangabeira;31335;2307502
CE;23;7601;Limoeiro do Norte;58915;2307601
CE;23;7635;Madalena;19800;2307635
CE;23;7650;Maracanaú;224804;2307650
CE;23;7700;Maranguape;126486;2307700
CE;23;7809;Marco;26981;2307809
CE;23;7908;Martinópole;11082;2307908
CE;23;8005;Massapê;38210;2308005
CE;23;8104;Mauriti;46548;2308104
CE;23;8203;Meruoca;14948;2308203
CE;23;8302;Milagres;28231;2308302
CE;23;8351;Milhã;13136;2308351
CE;23;8377;Miraíma;13583;2308377
CE;23;8401;Missão Velha;35409;2308401
CE;23;8500;Mombaça;43735;2308500
CE;23;8609;Monsenhor Tabosa;17038;2308609
CE;23;8708;Morada Nova;61548;2308708
CE;23;8807;Moraújo;8636;2308807
CE;23;8906;Morrinhos;22222;2308906
CE;23;9003;Mucambo;14377;2309003
CE;23;9102;Mulungu;12831;2309102
CE;23;9201;Nova Olinda;15433;2309201
CE;23;9300;Nova Russas;32035;2309300
CE;23;9409;Novo Oriente;28353;2309409
CE;23;9458;Ocara;25394;2309458
CE;23;9508;Orós;21292;2309508
CE;23;9607;Pacajus;70911;2309607
CE;23;9706;Pacatuba;82824;2309706
CE;23;9805;Pacoti;11960;2309805
CE;23;9904;Pacujá;6202;2309904
CE;23;10001;Palhano;9285;2310001
CE;23;10100;Palmácia;13145;2310100
CE;23;10209;Paracuru;33894;2310209
CE;23;10258;Paraipaba;32515;2310258
CE;23;10308;Parambu;31137;2310308
CE;23;10407;Paramoti;11578;2310407
CE;23;10506;Pedra Branca;42841;2310506
CE;23;10605;Penaforte;8956;2310605
CE;23;10704;Pentecoste;37077;2310704
CE;23;10803;Pereiro;16163;2310803
CE;23;10852;Pindoretama;20644;2310852
CE;23;10902;Piquet Carneiro;16731;2310902
CE;23;10951;Pires Ferreira;10784;2310951
CE;23;11009;Poranga;12243;2311009
CE;23;11108;Porteiras;14921;2311108
CE;23;11207;Potengi;10918;2311207
CE;23;11231;Potiretama;6356;2311231
CE;23;11264;Quiterianópolis;20860;2311264
CE;23;11306;Quixadá;86605;2311306
CE;23;11355;Quixelô;14860;2311355
CE;23;11405;Quixeramobim;78658;2311405
CE;23;11504;Quixeré;21876;2311504
CE;23;11603;Redenção;27441;2311603
CE;23;11702;Reriutaba;18769;2311702
CE;23;11801;Russas;76475;2311801
CE;23;11900;Saboeiro;15678;2311900
CE;23;11959;Salitre;16331;2311959
CE;23;12007;Santana do Acaraú;32023;2312007
CE;23;12106;Santana do Cariri;17489;2312106
CE;23;12205;Santa Quitéria;43360;2312205
CE;23;12304;São Benedito;46648;2312304
CE;23;12403;São Gonçalo do Amarante;48265;2312403
CE;23;12502;São João do Jaguaribe;7621;2312502
CE;23;12601;São Luís do Curu;12849;2312601
CE;23;12700;Senador Pompeu;26447;2312700
CE;23;12809;Senador Sá;7513;2312809
CE;23;12908;Sobral;205529;2312908
CE;23;13005;Solonópole;18158;2313005
CE;23;13104;Tabuleiro do Norte;30489;2313104
CE;23;13203;Tamboril;25525;2313203
CE;23;13252;Tarrafas;8852;2313252
CE;23;13302;Tauá;58119;2313302
CE;23;13351;Tejuçuoca;18902;2313351
CE;23;13401;Tianguá;74719;2313401
CE;23;13500;Trairi;55207;2313500
CE;23;13559;Tururu;15935;2313559
CE;23;13609;Ubajara;34332;2313609
CE;23;13708;Umari;7671;2313708
CE;23;13757;Umirim;19679;2313757
CE;23;13807;Uruburetama;21609;2313807
CE;23;13906;Uruoca;13677;2313906
CE;23;13955;Varjota;18239;2313955
CE;23;14003;Várzea Alegre;40440;2314003
CE;23;14102;Viçosa do Ceará;60030;2314102
RN;24;109;Acari;11333;2400109
RN;24;208;Açu;58183;2400208
RN;24;307;Afonso Bezerra;11211;2400307
RN;24;406;Água Nova;3260;2400406
RN;24;505;Alexandria;13827;2400505
RN;24;604;Almino Afonso;4854;2400604
RN;24;703;Alto do Rodrigues;14365;2400703
RN;24;802;Angicos;11909;2400802
RN;24;901;Antônio Martins;7237;2400901
RN;24;1008;Apodi;36323;2401008
RN;24;1107;Areia Branca;27401;2401107
RN;24;1206;Arês;14307;2401206
RN;24;1305;Augusto Severo;9768;2401305
RN;24;1404;Baía Formosa;9309;2401404
RN;24;1453;Baraúna;28085;2401453
RN;24;1503;Barcelona;4064;2401503
RN;24;1602;Bento Fernandes;5527;2401602
RN;24;1651;Bodó;2307;2401651
RN;24;1701;Bom Jesus;10254;2401701
RN;24;1800;Brejinho;12720;2401800
RN;24;1859;Caiçara do Norte;6624;2401859
RN;24;1909;Caiçara do Rio do Vento;3680;2401909
RN;24;2006;Caicó;68222;2402006
RN;24;2105;Campo Redondo;11244;2402105
RN;24;2204;Canguaretama;34267;2402204
RN;24;2303;Caraúbas;20707;2402303
RN;24;2402;Carnaúba dos Dantas;8188;2402402
RN;24;2501;Carnaubais;10715;2402501
RN;24;2600;Ceará-Mirim;73849;2402600
RN;24;2709;Cerro Corá;11344;2402709
RN;24;2808;Coronel Ezequiel;5593;2402808
RN;24;2907;Coronel João Pessoa;4980;2402907
RN;24;3004;Cruzeta;8147;2403004
RN;24;3103;Currais Novos;45228;2403103
RN;24;3202;Doutor Severiano;7190;2403202
RN;24;3251;Parnamirim;254709;2403251
RN;24;3301;Encanto;5666;2403301
RN;24;3400;Equador;6119;2403400
RN;24;3509;Espírito Santo;10702;2403509
RN;24;3608;Extremoz;28331;2403608
RN;24;3707;Felipe Guerra;6052;2403707
RN;24;3756;Fernando Pedroza;3072;2403756
RN;24;3806;Florânia;9262;2403806
RN;24;3905;Francisco Dantas;2890;2403905
RN;24;4002;Frutuoso Gomes;4180;2404002
RN;24;4101;Galinhos;2715;2404101
RN;24;4200;Goianinha;26068;2404200
RN;24;4309;Governador Dix-Sept Rosado;13157;2404309
RN;24;4408;Grossos;10386;2404408
RN;24;4507;Guamaré;15309;2404507
RN;24;4606;Ielmo Marinho;13714;2404606
RN;24;4705;Ipanguaçu;15464;2404705
RN;24;4804;Ipueira;2251;2404804
RN;24;4853;Itajá;7571;2404853
RN;24;4903;Itaú;5930;2404903
RN;24;5009;Jaçanã;9068;2405009
RN;24;5108;Jandaíra;6942;2405108
RN;24;5207;Janduís;5386;2405207
RN;24;5306;Januário Cicco;10096;2405306
